,videoId,title,description,thumbnail,addedAt,viewCount,likeCount,commentCount
418,ahnbGlKPS3I,Satyaprem Ki Katha Movie Review & Analysis | Kartik Aaryan | Kiara Advani,"The Hindi film #satyapremkikatha really made people curious about what exactly the film is about! The movie starring #kartikaaryan and #kiaraadvani in lead roles is a #bollywood movie directed by Sameer Vidwans and really does pack the punch we all wished for. I hope you like the Satyaprem Ki Katha Movie Review & Analysis | Kartik Aaryan | Kiara Advani

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/ahnbGlKPS3I/sddefault.jpg,2023-06-29T12:20:30Z,408736,10390,833
419,tarC6AgVG1Q,Tum Kya Mile: Why No Chemistry? | King Of Kotha Teaser Review | Dulquer Salmaan,"With the much anticipated song #tumkyamile finally dropping from #rockyaurranikipremkahani , one is slightly concerned about the chemistry of the two main leads. #kingofkotha with #dulquersalmaan really made up for it with an exhilarating teaser but is the lack of chemistry between #ranveersingh and #aliabhatt slightly concerning? I hope you like the Tum Kya Mile Song Review | Ranveer Singh | Alia Bhatt | Karan Johar | King Of Kotha Teaser Review | Dulquer Salmaan 

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/tarC6AgVG1Q/sddefault.jpg,2023-06-28T13:43:54Z,270687,7040,983
420,fh3wDH8T8Aw,"The Shocking & Dark Future Of Indian Movies, Film Industry & Actors","One of the advancements of technology that will absolutely become the norm in the future is the integration of #bollywood & several industries to #ai and its advancements! Could #adipurush been far more different with this advanced technology? Will human intervention almost become negligible! I guess we will have to wait and see! I hope you like The Shocking & Dark Future Of Indian Movies | Technology & Artificial Intelligence 

All images on the thumbnail and the renders created are from:-

https://www.instagram.com/moviepedia.official/ 

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/fh3wDH8T8Aw/sddefault.jpg,2023-06-27T11:31:10Z,199085,6836,659
421,nTl9UArQpE4,Pasoori: Bollywood Remakes Not Stopping & Pakistani Artists,"With #pasoori becoming a global phenomenon, little did I know that #bollywood is going to remake the song for the upcoming film #satyapremkikatha . The song sung by #alisethi and #shaegill is now sung by #arijitsingh and for a movie slated to be the romantic epic of the year, this surely not a good look! I hope you like the video of Pasoori Remake | Bollywood Remake | Ali Sethi | Shae Gill | Arijit Singh | #kartikaaryan #kiaraadvani 

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/nTl9UArQpE4/sddefault.jpg,2023-06-26T10:19:57Z,329953,9433,1097
422,qzAjK2oUWXA,The Age-Gap Problem In Indian Movies | Tiku Weds Sheru Anger | Not Just Bollywood?,"With the recent release #tikuwedssheru produced by #kanganaranaut releasing this weekend, I thought it was important to address the widening age gap issue not only in #bollywood but #telugu and #tamil cinema as well! I hope you like the Tiku Weds Sheru Review | Nawazuddin Siddiqui | Avneet Kaur | Kangana Ranaut | Age Gap In Bollywood Movies | Sexism In Indian Cinema

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/qzAjK2oUWXA/sddefault.jpg,2023-06-24T08:54:52Z,209605,7954,1244
423,LVEn7KPt8Qc,5 Reasons Why India Rejected Adipurush | Box Office Analysis,"With #adipurush creating so much chatter beyond its story and constantly being covered by news channels, I thought of shedding light on why possibly there has been such a sharp decline in people watching it in the theatre. The movie stars #prabhas #saifalikhan and #kritisanon in lead roles and has #omraut on the director's chari with #manojmuntashir writing its dialogues. I hope you like 5 Reasons Why India Rejected Adipurush | Prabhas | Kriti Sanon | Saif Ali Khan | Om Raut | Manoj Muntashir

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/LVEn7KPt8Qc/sddefault.jpg,2023-06-21T05:17:09Z,569459,15613,1900
424,Kog0teMzn9I,Rocky Aur Rani Kii Prem Kahaani Teaser Review | Ranveer Singh | Alia Bhatt | Karan Johar,"With there being a genuine interest in romantic dramas, has KJO still got it? #rockyaurranikipremkahani is the new dharma productions project starring #ranveersingh and #aliabhatt in lead roles! The #bollywood project directed by #karanjohar is massive on scale but does it have the soul his films usually consist of? I hope you like the Rocky Aur Rani Kii Prem Kahaani Teaser Review | Ranveer Singh | Alia Bhatt | Karan Johar

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/Kog0teMzn9I/sddefault.jpg,2023-06-20T09:09:19Z,307984,7305,871
425,8taaGGVtWfE,Adipurush: A Joke On Ramayan? | Top 10 Things Wrong With Adipurush,"With the number of perspectives on #adipurush : I felt it was necessary to dwell deep on several of its aspects, including #prabhas #kritisanon and #saifalikhan but more importantly #omraut and his vision to adapt #ramayan . Has the PR by this #bollywood project gone from bad to worse? I hope you like the Adipurush Spoiler Filled Review & Discussion

First Track:-

""Makai Symphony - Dragon Castle"" is under a Creative Commons license (CC BY-SA 3.0).
https://www.youtube.com/c/Makai-symphony 
Music promoted by BreakingCopyright: https://bit.ly/bc-dragon-castle-song

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/8taaGGVtWfE/sddefault.jpg,2023-06-18T05:08:36Z,995142,28265,3514
426,u7SMwluhB80,Headache Cure Post Adipurush? | The Flash Movie Review | Extraction 2 Movie Review,"With the absolute torture that was #adipurush , we thought of providing alternatives to you so that this weekend at the movies can be worth it! I saw #theflash and #extraction2 and both provided such enjoyable movie experiences despite their flaws. #bollywood may be needing a revamp but the storytelling of the #dc universe and this #netflixindia sequel really packed the punch. I hope you like:- The Flash Movie Review | Ezra Miller | Extraction 2 Movie Review | Chris Hemsworth | Netflix India

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/u7SMwluhB80/sddefault.jpg,2023-06-17T08:21:32Z,114622,3923,521
427,r2IvTFLeXSk,Adipurush Movie Review & Analysis | Prabhas | Kriti Sanon | Saif Ali Khan | Ramayan,"The most anticipated Pan Indian film is finally here in the form of #adipurush starring #prabhas #saifalikhan and #kritisanon in lead roles! The adaptation of #ramayan directed by #omraut is a #bollywood and #telugu project presented on a global scale but sadly misses the mark in so many ways! I hope you like the Adipurush Movie Review & Analysis | Prabhas | Saif Ali Khan | Kriti Sanon

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/r2IvTFLeXSk/sddefault.jpg,2023-06-16T09:07:17Z,619978,20764,2826
428,aHho9XqIUek,Nepotism: The Real & Harsh Truth Of Indian Cinema,"When one thinks about the topic of Nepotism and why its problematic in the film industry, people restrict the debate to #bollywood AKA Hindi Cinema, but one often sidelines the fact that the biggest stars from #telugu #tamil and #malayalam cinema also come from film families! I hope you like the video on the topic of Nepotism across industries!

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/aHho9XqIUek/sddefault.jpg,2023-06-14T11:18:54Z,623646,16438,2012
429,uNrvX3Lnqn4,Animal Pre Teaser Review & Analysis | Ranbir Kapoor | Sandeep Reddy Vanga,"With #animal just around the corner, #ranbirkapoor and #sandeepreddyvanga mean business with this #bollywood venture! The carnage that will follow with the teaser is something that I am so pumped to see! I hope you like the Animal Pre Teaser Review & Analysis | Ranbir Kapoor | Sandeep Reddy Vanga

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/uNrvX3Lnqn4/sddefault.jpg,2023-06-11T11:01:22Z,351125,9793,749
430,gDZovADP-pk,Chris Hemsworth & Sam Hargrave Interview With Anmol Jamwal | Extraction 2,"Absolutely grateful for the opportunities I get with this channel & your support! I had the chance to meet the main men behind #extraction2 #chrishemsworth is back as Tyler Rake in this #netflixindia feature film! Directed by Sam Hargrave, this venture for Chris outside of #thor and the #marvel franchise has been really fruitful! I hope you like the Chris Hemsworth & Sam Hargrave Interview With Anmol Jamwal

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/gDZovADP-pk/sddefault.jpg,2023-06-09T23:50:29Z,159436,10985,887
431,1PkitWsKBHA,Bloody Daddy Movie Review & Analysis | Shahid Kapoor | JIO Cinema,"With the new Hindi movie release, #BloodyDaddy finally here, I thought I could talk about the #shahidkapoor action film, his brief stint with #bollywood action that has just released on #jiocinema . The question is how could #aliabbaszafar provide such a mid action film! I hope you like the Bloody Daddy Movie Review & Analysis

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/1PkitWsKBHA/sddefault.jpg,2023-06-09T05:47:07Z,165991,4131,599
432,C3i_Rg7ICl0,Adipurush Final Trailer Review : Bollywood Disaster Management?,"With the number of developments with this film, I wonder what will be the final product! The #adipurush final trailer is finally here with #prabhas #saifalikhan and #kritisanon in lead roles! A rendition of the #ramayan : I wonder how this #bollywood project will fare at the theatres with all its promotion. I hope you like the Adipurush Final Trailer Review & Analysis

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/C3i_Rg7ICl0/sddefault.jpg,2023-06-07T05:05:16Z,309840,10511,1948
